	m1_multipep_001_nat	m1_nopep_001_nat	m1_onexpep_001_nat	m2_multipep_001_nat	m2_nopep_001_nat	m2_onexpep_001_nat	m3_multipep_001_nat	m3_nopep_001_nat	m3_onexpep_001_nat	m4_multipep_001_nat	m4_nopep_001_nat	m4_onexpep_001_nat	m5_multipep_001_nat
Gm23131	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23132	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23133	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23134	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23136	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23137	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23138	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23139	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2314	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23140	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm23141	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23142	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23143	31	30	22	35	16	3	17	35	12	20	10	0	2
Gm23144	1	0	0	1	0	0	0	0	1	0	0	0	1
Gm23145	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23147	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23148	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23149	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23151	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23152	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23153	5	13	4	4	2	4	2	22	7	6	5	4	3
Gm23154	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23156	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23158	0	0	0	2	0	0	0	0	0	0	0	0	1
Gm23159	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2316	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23162	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23163	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23164	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23166	0	0	0	1	0	0	0	0	0	0	0	1	0
Gm23167	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23168	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23169	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23170	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23171	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23172	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23173	1	0	0	1	0	1	0	1	1	1	0	0	0
Gm23175	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23176	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23177	0	0	0	0	0	0	0	0	1	2	0	0	2
Gm23178	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23179	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2318	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23180	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23181	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23182	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23183	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23184	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23185	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23186	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23187	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23189	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23190	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23191	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23192	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23193	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23194	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23195	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23196	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23197	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23198	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23199	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23200	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23201	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23202	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23203	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23205	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23206	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23207	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23208	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23209	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23210	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23211	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23212	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23213	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23214	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23215	0	0	0	0	0	0	0	1	1	1	1	1	1
Gm23216	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23217	3	13	3	6	5	5	4	10	2	3	4	2	3
Gm23218	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23219	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23220	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23221	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23222	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23223	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23224	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23225	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23226	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23228	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23229	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23230	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23231	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23232	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23233	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23234	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23237	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23238	0	5	0	1	1	1	0	4	0	1	2	1	1
Gm23239	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2324	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23240	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23241	0	0	0	1	0	2	0	0	1	1	2	0	0
Gm23242	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23243	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23244	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23245	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23246	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23247	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23248	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23249	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2325	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23250	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23251	3	19	14	8	8	9	7	13	10	8	13	6	2
Gm23252	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23253	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23254	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23255	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23256	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23257	0	0	0	0	0	0	0	0	1	0	1	1	0
Gm23258	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23259	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23260	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23261	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23262	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23263	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23264	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23265	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23266	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23267	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23268	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23269	0	0	0	0	0	1	0	0	1	2	0	0	0
Gm23270	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23271	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23272	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm23273	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23274	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23275	0	1	0	2	1	0	1	0	1	0	1	0	0
Gm23276	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23277	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23278	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23279	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2328	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23280	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23282	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23283	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23284	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23286	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23287	3	8	2	7	4	3	6	6	5	5	1	0	0
Gm23288	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23289	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23291	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23292	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23293	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23294	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23296	0	6	5	2	6	4	1	10	3	1	0	0	1
Gm23297	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23298	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm23299	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23300	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23301	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23302	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23303	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23304	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23305	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23306	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23307	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23308	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23310	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23311	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23312	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23313	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23314	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23315	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23316	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23317	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23318	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23319	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23320	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23321	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23322	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23323	1	0	0	0	0	0	0	0	1	0	0	0	0
Gm23324	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23325	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23326	0	0	2	0	0	1	0	0	1	1	0	0	1
Gm23327	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23328	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23329	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23330	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23331	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23332	0	0	0	0	0	1	0	0	0	1	0	0	0
Gm23334	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23335	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23336	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23337	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23338	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23339	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23340	0	0	0	0	0	0	2	0	1	0	2	0	0
Gm23341	2	4	1	3	7	1	1	5	4	6	13	6	5
Gm23342	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23343	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23344	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23345	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23346	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23347	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23349	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23350	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23351	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23352	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23353	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23354	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23355	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm23356	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23358	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23362	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23363	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23364	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23365	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23366	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23368	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23369	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23370	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23374	15	3	1	14	1	4	14	9	6	24	3	1	10
Gm23375	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23376	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23377	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23378	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23379	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23380	0	3	1	0	0	0	0	0	1	0	0	0	1
Gm23381	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23382	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23384	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23385	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23386	0	37	10	2	9	7	1	71	6	3	9	11	2
Gm23387	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23388	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23389	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23390	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23391	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23392	0	0	0	0	0	0	0	2	2	2	2	0	1
Gm23393	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23394	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23400	0	0	0	0	0	0	0	0	0	1	0	0	1
Gm23402	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23403	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23404	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23405	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23406	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23407	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23408	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23410	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23411	0	0	0	1	0	0	2	0	1	0	4	3	0
Gm23412	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23413	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23415	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23416	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23417	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23419	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23421	3	5	2	7	2	2	2	2	3	6	3	4	1
Gm23422	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23423	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23424	0	0	1	0	0	0	0	0	0	0	1	0	0
Gm23426	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23428	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23429	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2343	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23430	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23431	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23432	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23434	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23435	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23437	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23438	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23439	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23440	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23441	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23442	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23443	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23444	100	174	131	92	82	85	71	195	72	44	31	7	11
Gm23445	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23446	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23447	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23448	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23449	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2345	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23450	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23451	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23452	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23454	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23455	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23456	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23458	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23459	0	0	0	1	0	0	0	0	0	0	1	0	0
Gm23460	1	0	0	0	0	0	0	0	1	0	0	0	0
Gm23461	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23462	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23463	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23464	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23465	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23466	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23467	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23468	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23469	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23470	0	4	7	5	4	1	1	3	2	8	5	1	4
Gm23471	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23472	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23473	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23474	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23475	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23476	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23477	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23479	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2348	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm23481	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23482	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23483	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23484	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23485	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23490	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23492	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23493	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23494	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23496	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23497	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23498	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23499	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23500	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23501	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23502	0	29	7	0	7	5	0	13	4	4	15	8	2
Gm23503	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23504	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23505	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm23506	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23507	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23508	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23509	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23510	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23511	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm23512	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23513	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23514	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23515	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23516	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23517	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23518	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23520	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23521	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23523	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23527	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23528	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23529	1	3	0	1	1	0	1	3	1	1	0	1	0
Gm23530	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23531	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23532	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23533	0	2	5	1	2	5	1	1	2	1	3	3	0
Gm23534	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23535	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23536	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23537	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23538	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23539	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23540	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23542	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23543	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23545	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23546	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23547	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23548	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23550	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm23551	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23552	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm23553	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23554	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23555	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23556	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23557	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23558	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23559	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23560	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23561	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23562	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23563	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23564	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23566	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23567	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23568	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23569	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23570	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23571	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23573	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23575	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23576	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23577	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23578	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23579	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23581	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23582	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23583	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23584	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23585	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23586	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23587	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23588	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23589	0	0	0	3	1	0	0	0	0	0	1	0	0
Gm23590	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23591	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23592	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23593	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23594	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23595	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23596	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23598	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23599	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23600	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23601	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23602	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23604	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23605	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23606	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23607	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23608	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23609	1	0	0	1	0	0	0	0	0	0	1	0	0
Gm23610	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23612	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23613	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23614	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23615	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23616	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23617	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23618	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23619	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23620	0	0	0	0	0	0	0	0	0	0	0	0	0
